id,county,category-en,subcategory-en,organization,address,address2,pobox,city,state,zipcode,longitude,latitude,phone,fax,email,website-en,website-es,hours-en,hours-es,transportation-en,transportation-es,translation-en,translation-es,bilingual-en,bilingual-es,documents-en,documents-es,citizenship-en,citizenship-es,cost-en,cost-es,notes-en,notes-es,internal-note-en,notes-internal-en,notes-internal-es,amy-notes-en,amy-notes-es
183,Genesee: Livingston,Education; Labor,ESL; Adult education; Career advice; Job search assistance; Training,CORE,1 Mill Street,,,Batavia,NY,14020,-78.188727,42.993897,(585) 343-0802,,info@lwny.org,https://core2learn.org/,https://core2learn.org/,M-F 8:30 AM-4:00 PM,lunes - viernes 8:30AM-4:00PM,No,No,Yes,Sí,No,No,None,Ninguno,Not required,PRECAUCIÓN: Prueba de ciudadanía puede ser requerida por algunos programas,No cost,No hay costo,,,,,,,
185,Genesee,Emergency assistance,Food,Justice for Children Advocacy Center,304 East Main Street,,,Batavia,NY,14020,-78.178633,42.996678,(585) 344-2203,,jfcac@co.genesee.ny.us,www.co.genesee.ny.us,www.co.genesee.ny.us,M-F 9:00 AM-4:00 PM,lunes - vienes 9:00AM-4:00PM,No,No,By appointment,Con cita,By appointment,Con cita,Proof of address,Prueba de dirección,Caution: This is a government office. Call and ask about program first,PRECAUCIÓN: Esta es una oficina del gobierno. Llame y pregunte sobre el programa antes de ir a ella.,No cost,No hay costo,,,,Food assistance programs for women with children under 5 years old,Food assistance programs for women with children under 5 years old,,
186,Genesee,Emergency assistance; Religious services,Food,Our Lady of Fatima Church,64 Main Street,,,Elba,NY,14058,-78.187084,43.074455,(716) 380-9337,,office@padrepiony.org,http://padrepiony.org/our-lady-of-fatima-church/,http://padrepiony.org/our-lady-of-fatima-church/,Call for appointment,Llame para hacer una cita,No,No,Yes,Sí,Yes,Sí,None,Ninguno,Not required,No es requerida,No cost,No hay costo,,Solo para personas que tienen mas que 60 años,,,,,
187,Niagara ,Health,Specialty medicine,Breast/Prostrate Cancer Peer Education Project,621 10th Street,,,Niagara Falls,NY,14302,-79.049629,43.093954,(716) 219-4047,,https://nfmmc.org/contact-us/,https://nfmmc.org/,https://nfmmc.org/,M-F 9:00 AM-5:00 PM,lunes - viernes 9:00AM-5:00PM,No,No,Yes,Sí,No,No,None,Ninguno,Not required,No es requerida,No cost,No hay costo,,,,,,,
188,Genesee,Emergency assistance,Food,Salvation Army,529 East Main Street,,,Batavia,NY,14020,-78.169256,42.996082,(585) 343-6284,,https://empire.salvationarmy.org/EmpireNY/contact,https://empire.salvationarmy.org/EmpireNY/Batavia,https://empire.salvationarmy.org/EmpireNY/Batavia,Call for interview,Llame para hacer una cita,No,No,By appointment,Con cita,By appointment,Con cita,Proof of income,Comprobante de ingresos,Not required,No es requerida,No cost,No hay costo,,,,,,,
189,Genesee,Mental health,Alcohol/drug addiction treatment,Council on Alcoholism and Substance Abuse,430 East Main Street,,,Batavia,NY,14020,-78.173084,42.995762,(585) 343-1124,,smurphy@gcasa.org,http://www.211wny.org/provider/2616/,http://www.211wny.org/provider/2616/,M-Th 9:00 AM-9:00 PM; F 9:00 AM-4:00 PM,lunes - jueves 9:00AM-9:00PM; viernes 9:00AM-4:00PM,No,No,By appointment,Con cita,No,No,None,Ninguno,Not required,No es requerida,No cost,No hay costo,,,,,,,
191,Greene,Emergency assistance; Victim support; Housing; Financial help; Referral to other agencies; Programs for families,Food; Clothing; Domestic violence; Housing improvements; Emergency shelter; Affordable housing;,"Community Action of Greene County, Inc.",7856 US Highway 9W,,,Catskill,NY,12414,-73.869893,42.229975,(518) 943-9205,(518) 943-0343,https://cagcny.org/contact-us/,https://cagcny.org,https://cagcny.org,M-F 8:30 AM-4:30 PM closed for lunch from 12:00 PM-1:00 PM,lunes - viernes 8:30AM-4:30PM; cerrado durante la hora de almuerzo 12PM-1:00PM,No,No,By appointment,Con cita,No,No,ID; Proof of income,Prueba de identidad; Comprobante de ingresos,"Not required for most services, proof of citizenship required for Federally funded programs",No es requerida por la mayoría de programas; Prueba de estatus legal para trabajar requerida por programas con ingresos federales,No cost,No hay costo,,,,"General community development services are offered, geared towards anyone in need. These include health help with weatherization, domestic violence, food pantry, and helping to afford a car or set up car-pooling for transportation to a job.","General community development services are offered, geared towards anyone in need. These include Salud help with weatherization, Violencia domestica, food pantry, and helping to afford a car or set up car-pooling for transportation to a job.",,
193,Greene; Columbia,Labor,Job search assistance; Training,Columbia - Greene Community College/Workforce New York,4400 Route 23,,,Hudson,NY,12534,-73.817962,42.21792,(518) 828-4181 ext 5510,(518) 822-2007,onestop@sunycgcc.edu,www.columbiagreenworks.org,www.columbiagreenworks.org,M-F 8:30 AM-5:00 PM,lunes - viernes 8:30AM-5:00PM,No,No,Yes,Sí,No,No,Depends on the program,Depende del programa,"Caution: Proof of citizenship may be required for some programs such as the career center/job search services. Contact Laura Cardoso, Agricultural Labor Specialist. (585) 589-5335 Labor law protections in New York State apply to all workers, regardless of immigration status.","PRECAUCIÓN: Prueba de ciudadanía puede ser requerida por algunos programas, incluyendo los programas de busqueda de trabajo. Contacte a Laura Cardoso, Especialista de Trabajo Agricola. (585) 589-5335. Las leyes de protección de trabajo agricola aplican a todos los trabajadores en Nueva York, sin importar su estatus legal.",No cost,No hay costo,,,,Office has Rural Representative and Rural Employment Aid from NY DOL Employment.,Office has Rural Representative and Rural Employment Aid from NY DOL Employment.,,
195,Hamilton,Education; Labor; Leadership training; Programs for families,Adult education; Career advice; Programs for kids; Training; Career advice,Cornell Cooperative Extension,1722 State Route 8,Room 6,PO Box 7,Piseco,NY,12139,-74.497118,43.427463, (518) 548-6191    ,(518) 548-7803,hamilton@cornell.edu,http://hamilton.cce.cornell.edu/,http://hamilton.cce.cornell.edu/,M-F 8:00 AM-4:30 PM,lunes - viernes 8:00AM-4:30PM,No,No,"Yes, Spanish","Sí, español",No,No,None,Ninguno,Depends on the program,Depende del programa,Depends on the program,Depende del programa,,,,,,,
196,Hamilton; Warren,Housing; Emergency assistance; Labor; Financial help; Programs for families,Housing improvements; Utility assistance; Food; Clothing; Emergency financial aid; Victim services; Programs for kids,"Warren-Hamilton Counties Action Committee for Economic Opportunity, Inc.",190 Maple St.,,PO Box 968,Glens Falls,NY,12801,-73.635923,43.31213,(518) 793-0636,(518) 793-2910,mail@wahacaa.org,http://wahacaa.org/,http://wahacaa.org/,M-F 8:00 AM-4:30 PM,lunes - viernes 8:00AM-4:30PM,No,No,No,No,No,No,ID; proof of income,Prueba de identidad; Prueba de ingresos,"Not required to access Emergency assistance, but proof of legal status required for most housing services","No es requerida para acceso a servicios de emergencia, pero puede ser requerida por programas de vivienda.",No cost,No hay costo,,,,"Food pantry, clothing assistance, help with doctor appointments, outreach program, referrals.","Alimentos pantry, Ropa assistance, help with doctor appointments, outreach program, referrals.",,
197,Hamilton,Labor; Emergency assistance,Job search assistance; Food,Hamilton County Social Service/OneWorkSource Center,139 White Birch Lane,PO Box 729,,Indian Lake,NY,12842,-74.261346,43.777831,(518) 648-6131,(518) 648-5257,https://www.ncworkforce.com/contact-form,http://www.ncworkforce.com/,http://www.ncworkforce.com/,M-F 8:30 AM-4:30 PM,lunes - viernes 8:30AM-4:30PM,No,No,Yes,Sí,No,No,ID; proof of citizenship,Prueba de identidad; Prueba de ciudadanía,Caution: proof of legal status required for ALL programs,PRECAUCIÓN: Prueba de ciudadanía o estatus legal es requerida por todos los programas,No cost,No hay costo,,,,Childcare subsidy; HEAT; SNAP,Centros para el cuidado de niños subsidy; HEAT; SNAP,,
198,Herkimer,Programs for families; Emergency assistance; Housing; Referral to other agencies,Utility assistance; Programs for kids; Food; Clothing,"Mohawk Valley Community Action Agency, Inc.",38 Morgan Street,,,Ilion,NY,13357,-75.038017,43.014592,(315) 624-9930,(315) 339-2981,https://www.mvcaa.com/contact,www.mvcaa.com,www.mvcaa.com,M 4:30 AM-4:00 PM; Tu-F 8:30 AM-4:30PM; Summer Hours: M-F 8:30 AM-4:30PM,lunes 4:30AM-4:00PM; martes - viernes 8:30AM-4:30PM; horario de verano: lunes - viernes 8:30AM-4:30PM,"Yes, only for early Head Start intervention program","Sí, para Head Start intervention program",Yes,Sí,No,No,Social Security number,Número de seguro social,"Not required to receive food, clothing, personal products, but cash benefits and most programs require proof of citizenship","No es requerida para acceso a servicios de comida, ropa y productos personales, pero puede ser requerida por otros programas como programas de beneficios de dinero en efectivo",No cost,No hay costo,,,,"Ask for the Angels Program if you are under-documented. Housing, Child Development, Youth and Family.","Ask for the Angels Program if you are under-documented. Vivienda, Child Development, Youth and Family.",,
199,Herkimer,Education; Programs for families,ESL; Programs for kids,METS (Migrant Education Tutorial and Support Services),352 Gros Boulevard,,,Herkimer,NY,13350,-74.964206,43.038988,(315) 867-2079,(315) 339-2981,mkline@herkimer-boces.org,http://nysmigrant.org/,http://nysmigrant.org/,M-F 8:00 AM-4:00 PM,lunes - viernes 8:00AM-4:00PM,No,No,Yes,Sí,By appointment,Con cita,None,Ninguno,Not required,No es requerida,No cost,No hay costo,"This offices serves Albany, Columbia, Fulton, Greene, Hamilton, Herkimer, Madison, Montgomery, Oneida, Rensselaer, Schenectady, Saratoga, Warren and Washington counties","Servicios para los condados siguentes: Albany, Columbia, Fulton, Greene, Hamilton, Herkimer, Madison, Montgomery, Oneida, Rensselaer, Schenectady, Saratoga, Warren y Washington",,"School districts served in Madison, Oneida, Herkimer, Montgomery, Schenectady, Albany, Greene, Columbia, Rensselaer, Washington, Saratoga, Fulton, Hamilton, and Warren Counties. Part of No Child Left Behind program. Works in partnership with local schools. Preschool tutors make weekly home visits; academic support and tutoring for students either in school or at home; adolescent outreach program; services for out-of-school youth; ESL classes; family literacy program; assistance obtaining U.S. citizenship; family advocacy; health services; tutoring summer services; other special activities.","School districts served in Madison, Oneida, Herkimder, Montgomery, Schenectady, Albany, Greene, Columbia, Rensselaer, Washington, Saratoga, Fulton, Hamilton, and Warren Counties. Part of No Child Left Behind program. Works in partnership with local schools. Preschool tutors make weekly home visits; academic support and tutoring for students either in school or at home; adolescent outreach program; services for out-of-school youth; Clases de inglés classes; family literacy program; assistance obtaining U.S. citizenship; family advocacy; Salud services; tutoring summer services; other special activities.",,
200,Herkimer,Programs for families; Emergency assistance; Housing; Elderly services,Programs for kids; Food; Other needs; Clothing; Housing improvements,Mohawk Valley Community Action Agency,401 E. German St.,Suite 314/3rd Floor,,Herkimer,NY,13350,-74.987908,43.033962,(315) 866-0030,(315) 866-2523,mscialdo@mvcc.com,http://www.mvcaa.com/,http://www.mvcaa.com/,M 9:30 AM-5:00 PM; Tu-F 8:30 AM-4:30 PM; Summer Hours: M-F 8:30 AM-4:30 PM,lunes 9:30AM-5:00PM; martes - viernes 8:30AM-4:30PM; horario de verano: lunes - viernes 8:30AM-4:30PM,Emergency Transportation,Transporte de emergencia,Yes (any primary language needed),Sí (con cita en cualquier idioma nativo necesario),No,No,"None, but you need to fill out intake paperwork","Ninguno, pero debe llenar formulario de admisión cuando aplica","Not required for emergency food, clothing and personal supplies, but proof of citizenship required for most programs","No es requerida para acceso a servicios de comida, ropa y productos personales, pero puede ser requerida por los demas programas",No cost,No hay costo,,,,"Serving people no more than 10% above the poverty guideline and people with disabilities. Section 8 Housing, FSS, FUP, 1st month rent, security deposit, vita tax service, Annie's Fund for Women, car seats, case management.","Serving people no more than 10% above the poverty guideline and people with disabilities. Section 8 Vivienda, FSS, FUP, 1st month rent, security deposit, vita tax service, Annie's Fund for Women, carseats, case management.",,
201,Herkimer,Labor,Job search assistance; Training,Herkimer Working Solutions Career Center,320 N Prospect Street,,,Herkimer,NY,13350,-74.989853,43.027373,(315) 867-1400,(315) 867-1313,hceta@herkimercounty.org,www.working-solutions.org,www.working-solutions.org,M-F 8:00 AM-4:00 PM,lunes - viernes 8:00AM-4:00PM,No,No,By appointment,Con cita,No,No,Photo ID; Proof of legal working status,Prueba de identidad con foto; Prueba de estatus legal para trabajar,Caution: Proof of citizenship is required to participate. Can use the computer bank without registering.,"PRECAUCIÓN: Prueba de ciudadanía es requerida, pero puede utilizar las computadoras sin inscribirse",No cost,No hay costo,,,,Karen Tesik. Training and employment services.,Karen Tesik. Training and employment services.,,
202,Jefferson,Programs for families; Education; Housing; Emergency assistance; Labor,Childcare; Parenting support; Housing improvements; Food; Other needs; Job search assistance,"Community Action Planning Council of Jefferson County, Inc. (CAPC)",518 Davidson Street,,,Watertown,NY,13601,-75.909024,43.980625,(315) 782-4900,(315) 788-8251,https://www.capcjc.org/contact-us/,www.capcjc.org,www.capcjc.org,M-F 8:00 AM-5:00 PM; Summer Hours: M-F 8:00 AM-4:00 PM,lunes - viernes 8:00AM-5:00PM; Horario de verano: lunes - viernes 8:00AM-4:00PM,Only for early Head Start intervention program,Solamente para el programa de niños en Head Start,"Yes, Spanish","Sí, español",Yes,Sí,Proof of income,Prueba de ingresos,Not required,No es requerida,No cost,No hay costo,,,director verifying,Head Start and Universal Pre-K. Family Center deals with crisis situations as well as SNAP applications. Weatherization Project helps people make their homes more energy efficient.,Head Start and Universal Pre-K. Family Center deals with crisis situations as well as SNAP applications. Weatherization Project helps people make their homes more energy efficient.,,
203,Jefferson,Education; Labor; Leadership training; Programs for families,Adult education; Career advice; Programs for kids; Training,Cornell Cooperative Extension of Jefferson County,203 North Hamilton Street,,,Watertown,NY,13601,-75.895063,43.972964,(315) 788-8450,(315) 788-8461,jefferson@cornell.edu,www.ccejefferson.org,www.ccejefferson.org,M-F 8:30 AM-4:30 PM,lunes - viernes 8:30AM-4:30PM,No,No,By appointment,Con cita,No,No,Depends,Depende del programa,Caution: Proof of citizenship may be required for some programs,PRECAUCIÓN: Prueba de ciudadanía puede ser requerida por algunos programas,Sliding scale,Varía dependiendo de su ingreso,,,,"Provides education and training in dairy and livestock, field crops, agronomy, farm business management, horticulture, and new farm ventures.","Provides Educación and training in dairy and livestock, field crops, agronomy, farm business management, horticulture, and new farm ventures.",,
204,Jefferson,Education,ESL,Literacy of Northern New York,200 Washington Street,Suite 303,,Watertown,NY,13601,-75.911239,43.973866,(315) 782.4270,,https://docs.google.com/forms/d/e/1FAIpQLSfLm7zifyk3a-3uRq45Dxau1VxpMwuqiSBBpvx6r_gFew4TaQ/viewform,http://www.literacynny.org,http://www.literacynny.org,M-F 8:00 AM-4:00 PM,lunes - viernes 8:00AM-4:00PM,Travel to farms,Visitas a fincas/ranchos,Yes,Sí,No,No,None,Ninguno,Not required,No es requerida,No cost,No hay costo,,,,Travel to the farms,Travel to the farms,,
205,Jefferson,Legal aid,,The American Red Cross - Fort Drum Chapter,10000 10th Mountain Division Drive,,,Fort Drum,NY,13602,-75.790478,44.048635,(315) 772-6561,,,https://www.redcross.org/local/new-york/eastern-new-york/about-us/locations/fort-drum.html,https://www.redcross.org/local/new-york/eastern-new-york/about-us/locations/fort-drum.html,M-F 9:00 AM-5:00 PM,lunes - viernes 9:00AM-5:00PM,No,No,No,No,No,No,Proof of military service,Prueba de servicio militar,Only US Service Members are served by this chapter except for the family reunification program,PRECAUCÍON: Solamente miembros del ejercito de los EEUU son atendidos por esta oficina excepto por los servicios de reunificacion familiar,No cost,No hay costo,,,,Provide unique service of reuniting refugee families in the US with family members abroad,Provide unique service of reuniting refugee families in the US with family members abroad,,
206,Jefferson,Emergency assistance; Referral to other agencies,Food; Clothing; Medicine; Emergency shelter; Other needs,The American Red Cross - Watertown,10001 10th Mountain Division Drive,,,Fort Drum,NY,13602,-75.790353,44.048697,(315) 782-4410,,https://www.redcross.org/contact-us.html,https://www.redcross.org/local/new-york/eastern-new-york/about-us/locations/central-new-york-chapter.html,https://www.redcross.org/local/new-york/eastern-new-york/about-us/locations/central-new-york-chapter.html,M-F 9:00 AM-5:00 PM,lunes - viernes 9:00AM-5:00PM,No,No,No,No,No,No,None,Ninguno,Not required in emergency situations,No es requerida en casos de emergencia,No cost,No hay costo,,,,,,,
207,Jefferson,Legal aid,Family law; Immigration law; Other law,"Legal aid Society of Mid-New York, Inc.",215 Washington Street,Suite 202,,Watertown,NY,13601,-75.910424,43.97342,(315) 955-6700,(315) 785-9118,,http://www.lasmny.org/offices/Watertown.shtm,http://www.lasmny.org/offices/Watertown.shtm,M-F 9:00 AM- 5:00 PM,lunes - viernes 9:00AM-5:00PM,No,No,Yes,Sí,No,No,Depends on case,Depende del programa,Not required,No es requerida,No cost,No hay costo,"No email, must call for legal screening",Tiene que llamar para una entrevista legal,,,,,
208,Kings,Legal aid,Family law; Other law,"Brooklyn Bar Association Volunteer Lawyers Project, Inc.",123 Remsen St,,,Brooklyn,NY,11201,-73.993527,40.69395,(718) 624-3894,(718) 624-3926,,www.brooklynvlp.org,www.brooklynvlp.org,Tu-Th 10:00 AM-4:00 PM,martes - jueves 10:00AM-4:00PM,No,No,No,No,"Yes, Spanish, Creole","Sí, español y creole",None,Ninguno,Not required,No es requerida,"If qualified, no cost","Si califica, no hay costo",,Tiene que llamar para una entrevista legal,,"Case Types:ë_AIDS, Bankruptcy, Consumer, Elder Law, Family Law (Uncontested Dissolution of Marriage, Child/Spousal Support, Custody/Visitation), Wills and Estates. Case Restrictions:ë_must be a resident of Kings County (Brooklyn), NY.","Case Types:ë_AIDS, Bankruptcy, Consumer, Elder Law, Family Law (Uncontested Dissolution of Marriage, Child/Spousal Support, Custody/Visitation), Wills and Estates. Case Restrictions:ë_must be a resident of Kings County (Brooklyn), NY.",,
209,Kings,Legal aid,Family law; Other law,Brooklyn Legal Services Corporation Senior Citizen's Law Office,1 Boerum Place,3rd floor,,Brooklyn,NY,11201,-73.98892,40.691447,(718) 488-7448,(718) 488-9856,info@wsiaca.org,http://www.wsiaca.org/resourcedirectory/?orgID=9,http://www.wsiaca.org/resourcedirectory/?orgID=9,M-F 9:00AM-5:00 PM,lunes - viernes 9:00AM-5:00PM,No,No,Yes,Sí,Yes,Sí,"Proof of age, only serves people 60 years or older","Comprobante verificando su edad, solamente son elegibles personas que tienen más de 60 años de edad.",Not required,No es requerida,No cost,No hay costo,,,,"Must be over 60 years of age, live in New York City and have civil/legal problems. Legal aid in cases of bankruptcy, debt, consumer law, housing, wills and estates, and public benefits.","Must be over 60 years of age, live in New Yrok City and have civil/legal problems. Asistencia legal in cases of bankruptcy, debt, consumer law, Vivienda, wills and estates, and public benefits.",,
212,Lewis,Labor,Job search assistance; Training; Career advice,One-Stop Career Center,5274 Outer Stowe St,,,Lowville,NY,13367,-75.499007,43.780064,(315) 376-5800,(315) 376-5328,LewisOneStop@dfa.state.ny.us,https://co.jefferson.ny.us/Theworkplace,https://co.jefferson.ny.us/Theworkplace,M-F 8:30 AM-4:30PM,lunes - viernes 8:30AM-4:30PM,No,No,Yes,Sí,Yes,Sí,"Yes, certain documents required, call organization for more details","Ciertos documentos son requeridos, llame para más información",Caution: Proof of citizenship may be required for some programs,PRECAUCIÓN: Prueba de ciudadanía puede ser requerida por algunos programas,No cost,No hay costo,,,,"Provides employment services to assist farmworkers find work. Career Center provides workshops, resume help.","Provides employment services to assist farmworkers find work. Career Center provides workshops, resume help.",,
213,Lewis,Financial help; Housing; Emergency assistance; Referral to other agencies; Programs for families; Victim support; Legal aid,Emergency financial aid; Utility assistance; Food; Clothing; Other needs; Parenting support; Other law; Personal finances; Housing improvements;,"Lewis County Opportunities, Inc. (CAP)",8265 State Route 812,,,Lowville,NY,13367,-75.438397,43.83705,(315) 376-8202,(315) 376-8421,smathys@lcopps.org,www.lewiscountyopportunities.com,www.lewiscountyopportunities.com,M-F 8:00AM-12:00 PM and 1:00 PM-4:00 PM,lunes - viernes 8:00AM-12:00PM y1:00PM-4:00PM,"No, but offers Wheels for Workforce transportation","No, pero ofrecen viajes a través de el programa Wheels for Workforce",By appointment,Con cita,No,No,Varies depending on the program but may include: passport; pay stubs; photo ID,Depende del programa pero puede incluir: prueba de identidad con foto; o pasaporte; o talón,"Not required to receive food, clothing, personal products, but cash benefits and many programs require proof of citizenship","No es requerida para acceso a servicios de comida, ropa y productos personales, pero puede ser requerida la mayoria de los otros programas",No cost,No hay costo,,,,"Community action organization that provides assistance to those eligible. Programs include domestic violence prevention, rental assistance, weatherization assistance, and food pantry. Visit the community links portion of the website for further resources in the area.","Community action organization that provides assistance to those eligible. Programs include Violencia domestica prevention, rental assistance, weatherization assistance, and food pantry. Visit the community links portion of the website for further resources in the area.",,
214,Lewis,Education,ESL,Literacy of Northern New York,7640 North State St,,,Lowville,NY,13367,-75.493075,43.787874,(315) 376-8188,,https://docs.google.com/forms/d/e/1FAIpQLSfLm7zifyk3a-3uRq45Dxau1VxpMwuqiSBBpvx6r_gFew4TaQ/viewform,http://www.literacynny.org/,http://www.literacynny.org/,By appointment,Por cita,No,No,Yes,Sí,No,No,None,Ninguno,Not required,No es requerida,No cost,No hay costo,,,,,,,
216,Livingston,Education; Labor,ESL; Adult education; Career advice; Job search assistance; Training,CORE,22 Chapel Street,,,Mt. Morris,NY,14510,-77.874703,42.725192,(844) WNY-CORE; (585) 658-7970,(585) 228.1015,cgraff@lwny.org,https://core2learn.org/,https://core2learn.org/,M-F 8:30 AM-4:00 PM,lunes - viernes 8:30AM-4:00PM,No,No,Yes,Sí,Yes,Sí,None,Ninguno,Not required,No es requerida,No cost,No hay costo,,,,,,,
217,Livingston,Education; Financial help; Health; Victim support; Emergency assistance; Programs for families; Referral to other agencies,Parenting support; Food; Clothing; Other needs; Victim services; Health accessibility; Emergency financial aid,Tepeyac Welcoming Migrant Center,1150 Buffalo Rd,,,Rochester,NY,14624,-77.683996,43.152293,(858) 328-3228 ext 1354 ,,Jorge.Salgado@dor.org; Fr.JesusFlores@dor.org,https://www.welcometepeyac.org,https://www.welcometepeyac.org,M-F 8:30 AM-4:30 PM,lunes - viernes 8:30AM-4:30PM,Yes,Sí,Yes,Sí,Yes,Sí,None,Ninguno,Not required,No es requerida,No cost,No hay costo,,,no website,New program that provides welcoming services to Spanish-speaking immigrants in Livingston County.,New program that provides welcoming services to Spanish-speaking immigrants in Livingston County,,
219,Livingston,Education; Health,Adult education; Citizenship preparation; Dental; Programs for kids,BOCES Geneseo Migrant Center,3 Mt. Morris-Leicester Rd,,,Leicester,NY,14481,-77.894872,42.771121,(585) 658-7950 or (800) 245-5681,,office@migrant.net,http://migrant.flywheelsites.com/,http://migrant.flywheelsites.com/,M-F 8:00 AM-5:00 PM,lunes - viernes 8:00AM-5:00PM,Yes,Sí,"Yes, Spanish","Sí, español",By appointment,Con cita,Depends on the program,Depende del programa,Not required,No es requerida,Depends on the program,Depende del programa,,,,"Adult and child education, health and dental programs, and assistance for naturalization process.","Adult and child Educación, Salud and dental programs, and assistance for naturalization process.",,
221,Livingston,Emergency assistance,Food,Mt. Morris Food Pantry,102 Main Street,,,Mt. Morris,NY,14510,-77.87401,42.724364,(585) 658-4466,,leigh.mankoff@dor.org,https://www.aboutcclc.org/services/emergency-assistance/food-pantry/,https://www.aboutcclc.org/services/emergency-assistance/food-pantry/,Tu 9:00 AM-12:00 PM; W 1:00 PM-3:00 PM; Th 9:00 AM-12:00 PM,martes 9:00AM-12:00PM; miércoles 1:00PM-3:00PM; jueves 9:00AM-12:00PM,No,No,By appointment,Con cita,By appointment,Con cita,None,Ninguno,Not required,No es requerida,No cost,No hay costo,,,,,,,
222,Livingston,Emergency assistance,Food,Hemlock Food Pantry,7375 Al Sharpe Avenue,,,Hemlock,NY,14466,-77.608962,42.796555,(585) 69400396,,,https://211lifeline.org/detail.php?id=7337891,https://211lifeline.org/detail.php?id=7337891,By appointment,Por cita,No,No,By appointment,Con cita,By appointment,Con cita,None,Ninguno,Not required,No es requerida,No cost,No hay costo,,,,,,,
223,Livingston,Emergency assistance,Food,Avon Food Cupboard,108n Prospect Street,,,Avon,NY,14414,-77.745528,42.913454,(585_ 358-1671,,jenannpalmer@gmail.com,https://211lifeline.org/detail.php?id=7331502,https://211lifeline.org/detail.php?id=7331502,Tu 11:00 AM-2:00 PM; Th 3:00 PM-5:00 PM,martes 11:00AM-2:00PM; jueves 3:00PM-5:00PM,No,No,By appointment,Con cita,By appointment,Con cita,None,Ninguno,Not required,No es requerida,No cost,No hay costo,,,,,,,
224,Livingston,Emergency assistance,Food,Nunda Food Pantry,4 North State Street,Ambulance Hall,,Nunda,NY,14517,-77.942543,42.579015,(585) 328-3380,,info@foodlinkny.org,https://foodlinkny.org/,https://foodlinkny.org/,"Times vary, call to verify next distribution",Llame para hacer una cita,No,No,By appointment,Con cita,By appointment,Con cita,None,Ninguno,Not required,No es requerida,No cost,No hay costo,,,,,,,
226,Madison,Programs for families,Programs for kids; Educational support; Parenting support; Housing improvements; Food; Career advice,Head Start (partly run through Cornell Cooperative Extension),100 Eaton St,,PO Box 1209,Morrisville,NY,13408,-75.800398,42.134666,(315) 697-9833,(315) 684-9004,madison@cornell.edu,https://headstartprograms.org/detail/madison_county_cooperative_ext_morrisville_ny.html ,https://headstartprograms.org/detail/madison_county_cooperative_ext_morrisville_ny.html ,M-F 8:30 AM-12:30 PM (Doesn't operate during the summer),lunes - viernes 8:30AM-12:30PM; Cerrado durante el verano,Yes (Contact person: Lorna Simchik),"Si, por favor llame y pregunte por Lorna Simchick",Yes,Sí,No,No,Certain documents required including child's birth certificate,Ciertos documentos son requeridos incluyendo certificado de nacimiento de los niños,Not required,No es requerida,No cost,No hay costo,,,,Provides preschool for low income children. Also provides referrals and resources for families. Also call 315-363-1859 or 315-697-9833 for more information.,Provides pre-school for low income children. Also provides referrals and resources for families. Also call 315-363-1859 or 315-697-9833 for more information.,,
227,Madison; Oneida,Education; Labor,ESL; Job search assistance; Career advice,Madison-Oneida BOCES,508 2nd St.,,,Utica,NY,13501,-73.977908,40.670937,(315) 738-7310,(315) 738-7218,rraux@bocescce.org,https://www.moboces.org/,https://www.moboces.org/,M-F 8:00 AM-4:30 PM,lunes - viernes 8:00AM-4:30PM,No,No,No,No,No,No,Proof of address,Prueba de dirección,"Not required for ESL classes, but proof of citizenship required for some programs",No es requerida para clases de inglés; Prueba de ciudadania puede ser requerida por otros programas,No cost,No hay costo,,,,"ESL classes held at the Utica Access Site, intake interview held before attending classes. For daytime classes, call for an intake appointment. Evening Classes also need appointment.","Clases de inglés classes held at the Utica Access Site, intake interview held before attending classes. For daytime classes, call for an intake appointment. Evening Classes also need appointment.",,
228,Madison,Emergency assistance,Food; Clothing; Other needs,Caz Cares - Cazenovia Library,101 Nelson Street,,,Cazenovia,NY,13035,-75.839916,42.926342,(315) 655-3174,,bkennedy@mid-york.org,www.cazcares.org,www.cazcares.org,M Tu Th 9:30 AM-12:00 PM; Th 4:00 PM-6:00 PM,"lunes, martes, jueves 9:30AM-12:00PM; jueves 4:00PM-6:00PM",No,No,Yes,Sí,No,No,None,Ninguno,Not required,No es requerida,No cost,No hay costo,,,,"Free Childcare two mornings a week at the Cazenovia library. Many farmworkers use this time to take ESL classes. Also provide emergency food, clothing, etc.","Free Centros para el cuidado de niños two mornings a week at the Cazenovia library. Many farmworkers use this time to take Clases de inglés classes. Also provide emergency food, Ropa, etc.",,
229,Madison,Education,ESL; Adult education,Madison County Reads Ahead,1081 North Side Shopping Center,,,Oneida,NY,13421,-75.661292,43.102978,(315) 345-1468,,ttruett@midyork.org,https://www.cnysolidarity.org/directory/1457/madison-county-reads-ahead/,https://www.cnysolidarity.org/directory/1457/madison-county-reads-ahead/,Tu W Th 8:00 AM-6:00 PM,martes - jueves 8:00AM-6:00PM,No,No,No,No,No,No,None,Ninguno,Not required,No es requerida,No cost,No hay costo,,,,Provides ESL and job-counseling to Madison County residents in the Oneida Public Library_Ñés Literacy Classroom or in other area libraries. Focus on speaking abilities,Provides Clases de inglés and job-counseling to Madison County residents in the Oneida Public Library_Ñés Literacy Classroom or in other area libraries. Focus on speaking abilities,,
