id,internal-note,county,category,subcategory,organization,address,address2,pobox,city,state,zipcode,longitude,latitude,phone,fax,email,website,hours,transportation,translation,bilingual,documents,citizenship,cost,notes,notes-internal,amy-notes
210,,Kings,Trabajo,Conseguir trabajo; Entrenamiento para el trabajo; Asesoramiento de carrera,Brooklyn Workforce1 Career Center,9 Bond Street,5th Floor,,Brooklyn,NY,11201,-73.983090,40.689283,(718) 246-5219,,https://www1.nyc.gov/site/sbs/about/contact-us.page,https://www1.nyc.gov/site/sbs/careers/careers.page,lunes - viernes 9:00AM-5:00PM,No,Sí,No,Prueba de identidad,"No requerido para aceso al servicios, pero puede ser requerido por empleadores",Gratis,,,
211,,Lawrence ,Asistencia legal ,"Inmigración (deportación, ciudadanía y regularización); Ley familiar; Otros casos legales; Derechos laborales","Legal aid Society of Northeastern New York, Inc.",17 Hodskin Street,,,Canton ,NY,13617,-75.171414,44.596445,(315) 386-4586,315-386-2868,,www.lasnny.org,"lunes - viernes 9:00 AM - 12:00 PM, 1:00 PM - 5:00 PM",No,Sí,Sí,Prueba de estatus legal para trabajar,"PRECAUCIÓN: Prueba de ciudadania puede ser requerido por algunos programas, excepto en los casos de violencia domestica",Gratis,Tiene que llamar para una entrevista legal,,
212,,Lewis,Trabajo,Conseguir trabajo; Capacitación profesional; Asesoramiento de carrera,One-Stop Career Center,5274 Outer Stowe St,,,Lowville,NY,13367,-75.499007,43.780064,(315) 376-5800,(315) 376-5328,LewisOneStop@dfa.state.ny.us,https://co.jefferson.ny.us/Theworkplace,lunes - viernes 8:30AM-4:30PM,No,Sí,Sí,Prueba de estatus legal para trabajar,PRECAUCIÓN: Prueba de ciudadania puede ser requerido por algunos programas,Gratis,,"Provides employment services to assist farmworkers find work. Career Center provides workshops, resume help.",
213,,Lewis,Ayuda financiera; Vivienda; Asistencia en casos de emergencia; Programas para familias; Apoyo para víctimas; Asistencia legal; Referencias a otros servicios,Ayuda financiera de emergencia; Asistencia para pagos de utilidad; Alimentos; Ropa; Otras necesidades; Apoyo para los padres; Otros casos legales; Finanzas personales; Mejoramiento de la vivienda ,"Lewis County Opportunities, Inc. (CAP)",8265 State Route 812,,,Lowville,NY,13367,-75.438397,43.837050,(315) 376-8202,(315) 376-8421,smathys@lcopps.org,www.lewiscountyopportunities.com,"lunes - viernes 8:00AM-12:00PM, 1:00PM-4:00PM","No, pero ofrecen Wheels for Workforce rides","No, pero usa un programa telefonico)",No,"Prueba de identidad; o pasaporte o talón, depende sel programa","No requerido para recibir alimentos, ropa, o jabon;  Prueba de ciudadania puede ser requerido por algunos programas de asistencia en efectivo",Gratis,,"Community action organization that provides assistance to those eligible. Programs include Violencia domestica prevention, rental assistance, weatherization assistance, and food pantry. Visit the community links portion of the website for further resources in the area.",
214,,Lewis ,Educación,Clases de inglés,Literacy of Northern New York ,7640 North State St,,,Lowville,NY,13367,-75.493075,43.787874,(315) 376-8188,,https://docs.google.com/forms/d/e/1FAIpQLSfLm7zifyk3a-3uRq45Dxau1VxpMwuqiSBBpvx6r_gFew4TaQ/viewform,http://www.literacynny.org/,por cita,No,Sí,No,No,No requerido,Gratis,,,
215,,Livingston,Educación,Clases de inglés,METS (Migrant Educación Tutorial and Support Services),3 Mt. Morris-Leicester Road,,,Leicester,NY,14481,-77.893688,42.771455,(585) 658-7975,(585) 658-7969,cnorton@gvboces.org,www.gvboces.org,lunes - viernes 8:00AM-4:00PM,No,Sí,Se puede pedir,No,No requerido,Gratis,,"School districts served in Livingston, Wyoming, Genesee, Ontario, yates, Seneca, Steuben, and Allegany Counties. Part of No Child Left Behind program. Works in partnership with local schools. Preschool tutors make weekly home visits; academic support and tutoring for students either in school or at home; adolescent outreach program; services for out-of-school youth; Clases de inglés classes; family literacy program; assistance obtaining U.S. citizenship; family advocacy; Salud services; tutoring summer services; other special activities.",
216,,Livingston,Educación; Trabajo,Clases de inglés; Cursos para adultos; Capacitación profesional; Conseguir trabajo; Entrenamiento para el trabajo,CORE,22 Chapel Street,,,Mt. Morris,NY,14510,-77.874703,42.725192,(844)  WNY-CORE; (585) 658-7970,(585) 228.1015,cgraff@lwny.org,http://core2learn.org/index.html,lunes - viernes 8:30AM-4:00PM,No,Sí,Sí,No,No requerido,Gratis,,,
217,,Livingston,Educación; Ayuda financiera; Salud; Apoyo para víctimas; Asistencia en casos de emergencia; Programas para familias; Referencias a otros servicios,Apoyo para los padres; Alimentos; Ropa; Otras necesidades; Servicios para víctimas; Acceso a cobertura de salud; Ayuda financiera de emergencia ,Tepeyak Welcoming Migrant Center,175 Main Street,,,Leicester,NY,14481,-77.895208,42.772776,(858) 328-3228 x1384 or x 1354 or x 1328 ,,Jorge.Salgado@dor.org; Fr.JesusFlores@dor.org,no website,lunes - viernes 8:30AM -4:30PM,Sí,Sí,Sí,No,No requerido,Gratis,,New program that provides welcoming services to Spanish-speaking immigrants in Livingston County,
218,,Livingston,Educación; Programas para familias,Cursos para adultos,CORE The Learning Center,22 Chapel Street,,,Mt Morris,NY,14510,-77.874703,42.725192,(585) 658-7970,,info@lwny.org,http://core2learn.org,lunes - viernes 8:30AM-4:00PM,No,Sí,Se puede pedir,No,No requerido,Gratis,,,
219,,Livingston,Educación; Salud,Cursos para adultos; Preparación para la ciudadanía; Dental; Programas para niños,BOCES Geneseo Migrant Center,3 Mt. Morris-Leicester Rd,,,Leicester,NY,14481,-77.893688,42.771455,(585) 658-7951,(585) 658-7969,snole@gvboces.org,www.migrant.net,lunes - viernes 8:00AM-5:00PM,Sí,Sí,Se puede pedir,Depende el programa,No requerido,Varía según los servicios,,"Adult and child Educación, Salud and dental programs, and assistance for naturalization process.",
220,,Livingston,Educación; Trabajo,Clases de inglés; Cursos para adultos; Capacitación profesional; Conseguir trabajo; Entrenamiento para el trabajo,CORE The Learning Center,1 Mill Street,,,Batavia,NY,14510,-78.188727,42.993897,(585) 343-0802,,cgraff@lwny.org,http://core2learn.org/index.html,lunes - viernes 8:30AM-4:00PM,No,Sí,Se puede pedir,Depende el programa,No requerido,Gratis,,,
221,,Livingston,Asistencia en casos de emergencia,Alimentos,Mt. Morris Food Pantry,102 Main Street,,,Mt. Morris,NY,14510,-77.874010,42.724364,(585) 658-4466,,leigh.mankoff@dor.org,https://www.aboutcclc.org/services/emergency-assistance/food-pantry/,martes 9:00AM-12:00PM; miercoles 1:00PM-3:00PM; jueves 9:00AM-12:00PM,No,Se puede pedir,Se puede pedir,No,No requerido,Gratis,,,
222,,Livingston,Asistencia en casos de emergencia,Alimentos,Hemlock Food Pantry,7375 Al Sharpe Avenue,,,Hemlock,NY,14466,-77.608962,42.796555,(585) 69400396,,,https://211lifeline.org/detail.php?id=7337891,Por cita,No,Se puede pedir,Se puede pedir,No,No requerido,Gratis,,,
223,,Livingston,Asistencia en casos de emergencia,Alimentos,Avon Food Cupboard,108n Prospect Street,,,Avon,NY,14414,-77.745528,42.913454,(585_ 358-1671,,jenannpalmer@gmail.com,https://211lifeline.org/detail.php?id=7331502,martes 11:00AM-2:00PM; jueves 3:00PM-5:00PM,No,Se puede pedir,Se puede pedir,No,No requerido,Gratis,,,
224,,Livingston,Asistencia en casos de emergencia,Alimentos,Nunda Food Pantry,4 North State Street,Ambulance Hall,,Nunda,NY,14517,-77.942543,42.579015,(585) 328-3380,,info@foodlinkny.org,https://foodlinkny.org/,llamar por una cita,No,Se puede pedir,Se puede pedir,No,No requerido,Gratis,,,
225,,Livingston,Servicios religiosos; Programas para familias,Apoyo psicológico; Programas para niños,Hispanic Migrant Ministry,152 Main Street,,,Brockport,NY,14420,-77.940242,43.212951,(585) 445-4603 (Jorge Salgado),,dvalentin@buffalodiocese.org,https://www.buffalodiocese.org/hispanic-migrant-ministry,24/7,No,Sí,Sí,No,No requerido,Gratis,,"Offer Catholic services in Spanish, baptisms, first communions, marriages, etc.",
226,,Madison,Programas para familias,Programas para niños; Apoyo educativo; Apoyo para los padres; Mejoramiento de la vivienda; Alimentos; Asesoramiento de carrera,Head Start (partly run through Cornell Cooperative Extension),100 Eaton St,,PO Box 1209,Morrisville,NY,13408,-75.645261,42.893156,(315) 697-9833,(315) 684-9004,madison@cornell.edu,www.madisoncountycce.org,lunes - viernes 8:30AM-12:30PM (Cerado durante la vacacion de verano),"Sí, persona a contactar Lorna Simchik",Sí,No,Certificado de nacimiento de los niños,No requerido,Gratis,,Provides pre-school for low income children. Also provides referrals and resources for families. Also call 315-363-1859 or 315-697-9833 for more information.,
227,,Madison,Educación; Trabajo,Clases de inglés; Conseguir trabajo; Asesoramiento de carrera,Madison-Oneida BOCES,508 2nd St.,,,Utica,NY,13501,-73.977908,40.670937,(315) 738-7310,(315) 738-7218,rraux@bocescce.org,www.bcce.moric.org,lunes - viernes 8:00AM-4:30PM,No,No,No,Prueba de identidad,No requerido por clases de inglés; Prueba de ciudadania puede ser requerido por algunos otros programas,Gratis,,"Clases de inglés classes held at the Utica Access Site, intake interview held before attending classes. For daytime classes, call for an intake appointment. Evening Classes also need appointment.",
228,,Madison,Asistencia en casos de emergencia,Alimentos; Ropa; Otras necesidades,Caz Cares - Cazenovia Library,101 Nelson Street,,,Cazenovia,NY,13035,-75.839916,42.926342,(315) 655-3174,,bkennedy@mid-york.org,www.cazcares.org,"lunes, martes, jueves 9:30AM-12:00PM; jueves 4:00PM-6:00PM",No,Sí,No,No,No requerido,Gratis,,"Free Centros para el cuidado de niños two mornings a week at the Cazenovia library. Many farmworkers use this time to take Clases de inglés classes. Also provide emergency food, Ropa, etc.",
229,,Madison,Educación,Clases de inglés; Cursos para adultos,Madison County Reads Ahead,1081 North Side Shopping Center,,,Oneida,NY,13421,-75.661292,43.102978,(315) 345-1468,,ttruett@midyork.org,http://literacycoalitionmadisoncountyny.org/adult-Educación/,martes- jueves 8:00AM-6:00PM,No,No,No,No,No requerido,Gratis,,Provides Clases de inglés and job-counseling to Madison County residents in the Oneida Public Library_Ñés Literacy Classroom or in other area libraries. Focus on speaking abilities,
230,,Madison,Ayuda financiera; Salud mental; Apoyo para víctimas; Salud; Vivienda; Programas para familias; Asistencia en casos de emergencia,Cursos para adultos; Finanzas personales; Acceso a cobertura de salud; Apoyo psicológico; Servicios para víctimas; Asistencia para pagos de utilidad; Mejoramiento de la vivienda; Conseguir trabajo; Alimentos; Medicina general; Ropa; Otras necesidades; Programas para niños,Community Action Partnership for Madison County,3 East Main St.,,PO Box 249,Morrisville,NY,13408,-75.646165,42.899222,(315) 684-3144,(315) 684-9650,dlorraine@capmadco.org,www.capmadco.org,lunes - viernes 9:00AM-12:00PM; 1:00PM-4:00PM,No,Sí,No,Depende el programa,No requerido por los programas para niños; Prueba de ciudadania puede ser requerido por algunos programas como WIC y programas de la vivienda,Gratis,,Anti-poverty agency whose services promote self-sufficiency.,
231,,Madison,Vivienda,Vivienda accesible; Mejoramiento de la vivienda; Propiedad de la vivienda,USDA Rural Development,9025 State Route 49,Room 205,,Marcy,NY,13403,-75.289644,43.143973,"(315) 736-3316, ext. 4",(315) 558-7596,,https://www.rd.usda.gov/ny,lunes - viernes 8:00AM-4:30PM,No,No,No,Prueba de ciudadanía en los Estados Unidos,PRECAUCIÓN: Prueba de ciudadania puede ser requerido por algunos programas,$25 cada reporte de crédito,,"Provides loans to low-income families purchasing their first home in Madison County, except for in the City of Oneida. Provides low-interest loans for repairs as well.",
232,,Madison,Vivienda,Vivienda accesible; Asistencia para pagos de utilidad; Propiedad de la vivienda,Stoneleigh Housing,120 East Center St.,,,Canastota,NY,13032,-75.750401,43.078277,(315) 697-3737,(315) 697-3700,ston@twcny.rr.com,https://www.nyconnects.ny.gov/providers/stoneleigh-Vivienda-inc-sofa-ag-439259,lunes - viernes 9:00AM-4:00PM,No,No,No,Prueba de ingresos,PRECAUCIÓN: Prueba de ciudadania requerido por algunos programas,Gratis,,"Useful for farm owners. Weatherization, subsidized Vivienda, Vivienda for people with disabilities",
233,,Monroe,Educación,Clases de inglés,METS (Migrant Education Tutorial and Support Services),350 New Campus Drive,The College at Brockport,,Brockport,NY,14420,-77.952145,43.209968,(585) 395-2356,(585) 395-5731,dspence@brockport.edu,www.brockport.edu/migrant-ed,lunes - viernes 8:00AM-5:00 PM,No,Sí,Sí,No,No requerido,Gratis,"Servicios para los condados de Monroe, Niagara y Orleans","Services locations in Niagara, Orleans, and Monroe Counties. Advocacy, ESL, and tutoring.",
234,,Monroe,Educación,Clases de inglés,"NYS- Migrant Educación Project Technical Assistance Support Center, Opening Doors Diversity Project",350 New Campus Drive,Cooper Hall M-15,,Brockport,NY,14420,-77.952145,43.209968,(585) 395-5342,(585) 395-5371,jverdugo@brockport.edu,www.brockport.edu/migrant-ed,lunes - viernes 8:00AM-5:00PM,No,Sí,"Sí, la secretaria y alguno personal  are bilingual.",No,No requerido,Gratis,,"Services locatinos in Niagara, Orleans, and Monroe Counties. Advocacy, Clases de inglés, and tutoring.",
235,,Monroe,Educación,Clases de inglés; Cursos para adultos,Seymour Library,161 East Avenue,,,Brockport,NY,14420,-77.929499,43.220740,(585) 637-1050,,https://seymourlibraryweb.org/about/?tab=2,https://seymourlibraryweb.org/,lunes-jueves 10:00AM-8:00PM; viernes 10:00AM-6:00PM; sabado 10:00AM-3:00PM (julio y agosto 10:00AM-1:00PM),No,Se puede pedir,No,No,No requerido,Gratis,,,
236,,Monroe,Asistencia legal; Trabajo; Apoyo para víctimas; Capacitación en liderazgo,"Initiativas educacionales; Promoción de leyes y política; Empoderamiento; Inmigración (deportación, ciudadanía y regularización); Capacitación profesional; Asesoramiento de carrera",The Worker Justice Center,1187 Culver Road,,,Rochester,NY,14609,-77.562654,43.167007,(585) 325-3050,(585) 325-7614,isanchez@wjcny.org,www.wjcny.org,lunes - viernes 9:00AM-5:00PM,Visitas a fincas,Sí,Sí,No,No requerido,Gratis,,,
237,,Monroe,Salud,Especialistas médicos,The Advocacy Center,1650 South Avenue,#200,,Rochester,NY,14620,-77.613569,43.123100,(585) 546-1700,(585) 224-7100,https://www.starbridgeinc.org/contact-us,www.starbridgeinc.com,lunes - viernes 8:00AM-5:00PM,No,Sí,Sí,Prueba de los edades y direcciónes de los niños,No requerido,Gratis,,"Serving families and individuals with developmental disabilities. Spanish Phone: 585-797-0032, TDD Phone: 585-423-8120.",
238,,Monroe,Salud; Salud mental,Medicina general; Salud de la mujer; Dental; Acceso a cobertura de salud; Apoyo psicológico,Oak Orchard Community Healtj Center,300 West Ave,,,Brockport,NY,14420,-77.950582,43.221077,(585) 637-3905 ,(585) 637-4990,,http://www.oakorchardSalud.org/oak-orchard-Salud-brockport-ny-office/,"lunes - jueves 8:00AM - 8:00PM, viernes 8:00AM-5:00PM, sabado 8:00AM - 12:00PM",No,Sí,Sí,Prueba de identidad,No requerido,Depende los ingresos familiar,,"Provides primary, pediatric, dental, and vision care, outreach, screening services, referral services, Salud",
239,,Monroe,Salud; Vivienda,Visitas a fincas; Acceso a cobertura de salud,Monroe County Health Department,111 Westfall Rd,#854,,Rochester,NY,14620,-77.620498,43.113985,(585) 274-6000,,https://www2.monroecounty.gov/health-inquiry,www2.monroecounty.gov/Salud-index.php,lunes - viernes 9:00AM - 3:00PM,No,No,No,PRECAUCIÓN:Se puede  pedir prueba de ciudadanía o estatus legal ,PRECAUCIÓN: Prueba de ciudadania puede ser requerido por algunos programas,Gratis,,,
240,,Monroe,Salud; Salud mental,Medicina general; Salud de la mujer; Apoyo psicológico,Tillium Health,259 Monroe Avenue,,,Rochester,NY,14607,-77.599588,43.149494,(585) 545-7200 or (800) 266-9292,,,www.trilliumSalud.org,"lunes, miercoles, jueves, viernes 8:00AM-6:00PM; martes 8:00AM-7:00PM; sabado 8:00AM-4:00PM",No,Sí,No,Prueba de identidad,No requerido,Varía según los servicios,,"Provides bilingual case management, support groups, HIV testing, advocacy, nutrition assistance, Vivienda assistance, recreational programs, some Ayuda financiera de emergencia, and referrals.",
241,,Monroe,Asistencia legal,"Inmigración (deportación, ciudadanía y regularización); Ley familiar; Otros casos legales",Legal aid Society,1 West Main Street,Suite 800,,Rochester,NY,14614,-77.612882,43.155567,(585) 232-4090,(585) 232-2352,,www.lasroc.org,lunes - jueves 8:45AM - 5:00PM; viernes 9:00AM - 4:00PM,No,Sí,No,Prueba de identidad; Prueba de ingresos,No requerido ,Gratis,,"All cases are screened for income, merit, priorities; etc",
242,,Monroe,Asistencia legal,"Inmigración (deportación, ciudadanía y regularización); Ley familiar; Otros casos legales",Empire Justice Center,1 West Main Street,Suite 200,,Rochester,NY,14614,-77.612882,43.155567,(585) 454-4060,(585) 454-2518,https://empirejustice.org/get-help/,www.empirejustice.org,lunes - viernes 9:00AM-5:00 PM,No,Sí,Sí,No,No requerido ,Gratis si acceptan su caso legal,,,
242,,Monroe ,Asistencia legal,"Inmigración (deportación, ciudadanía y regularización); Ley familiar; Otros casos legales; Derechos laborales",Empire Justice Center,1 West Main Street,Suite 200,,Rochester,NY,14614,-77.612882,43.155567,(585) 454-4060,(585) 454-2518,https://empirejustice.org/get-help/,www.empirejustice.org,lunes - viernes 9:00AM-5:00PM,No,Sí,Sí,No,No requerido,Gratis,,,
243,,Monroe,Asistencia legal,"Inmigración (deportación, ciudadanía y regularización); Ley familiar; Otros casos legales; Derechos laborales",Volunteer Legal Services Project,1 West Main Street,Suite 500,,Rochester ,NY,14614,-77.612882,43.155567,(585) 295-5712,,,https://www.vlsprochester.org/,lunes-viernes 9:00AM-5:00 PM,No,Sí,No,No,No requerido,Gratis si acceptan su caso legal,,,
244,,Monroe,Salud,Especialistas médicos,Starbridge,1650 South Ave,,,Rochester,NY,14620,-77.613569,43.123100,(585) 546-1700,,https://www.starbridgeinc.org/contact-us,https://www.starbridgeinc.org/,llamar por una cita,No,Sí,Sí,No,No requerido,Depende los ingresos familiar,,,
245,,Monroe,Salud,Salud de la mujer,"Finger Lakes Women, Infant, and Children's Program (WIC)/ SPCC",24 Park Place,,,Geneva,NY,14456,-76.985236,42.864762,(585) 394-9240,(585) 394-9285,info@spcc-roch.org,www.spcc-roch.org,lunes - viernes 8:30AM-5:00PM,No,Se puede pedir,No,Certificado de nacimiento de los niños; Prueba de trabajo o inscripción escolar de los padres,PRECAUCIÓN: Prueba de ciudadanía o estatus legal para trabajar,Gratis,,"Provides nutrition education and counseling to eligible families in eastern Monroe, Wayne, Yates, Seneca, and Ontario Counties. Eligible families are given checks to purchase healthy foods. Appointments available throughout the 4+ county area. Must meet income eligibility and reside in NYS.",
246,,Monroe,Educación; Programas para familias; Capacitación en liderazgo; Vivienda; Trabajo,"Clases de inglés; Cursos para adultos; Asistencia para pagos de utilidad; Apoyo educativo; Apoyo para los padres;  Initiativas educacionales; Promoción de leyes y política; Empoderamiento; Inmigración (deportación, ciudadanía y regularización); Capacitación profesional; Asesoramiento de carrera",Action for a Better Community,400 West Main Street,,,Rochester,NY,14604,-77.623586,43.153331,(585) 325-9108,,https://www.abcinfo.org/contact/,https://www.abcinfo.org/programs/,lunes-viernes 9:00AM-4:00PM,No,Se puede pedir,Sí,No,No requerido,Varía según los servicios,,,
247,,Monroe,Salud,Especialistas médicos,Breast/Prostrate Cancer Peer Education Project,111 Westfall Road,,,Rochester,NY,14621,-77.620498,43.113985,(585) 274-6000,,https://nfmmc.org/directory/people/,https://nfmmc.org/,lunes-viernes 9:00AM-5:00PM,No,Sí,No,No,No requerido,Gratis,,,
248,,Monroe,Salud; Trabajo,Medicina general ,Finger Lakes Occupational Health Services,2180 South Clinton Ave,Suite D,,Rochester,NY,14618,-77.595863,43.116383,(585) 244-4771,,https://mail.urmc.rochester.edu/owa/auth/logon.aspx?replaceCurrent=1&url=https%3a%2f%2fmail.urmc.rochester.edu%2fowa,https://www.urmc.rochester.edu/finger-lakes-occupational-health.aspx,lunes-viernes 8:00AM-4:30PM,No,Sí,Sí,No,No requerido,Depende los ingresos familiar,,Medical care for workers - accepts workers compensation,
249,,Monroe,Asistencia en casos de emergencia,Alimentos,Brockport Ecumenical Outreach Committee (BEOC),14 State Street,St.  Luke's Episcopal Church,,Brockport,NY,14420,-77.938522,43.214252,(585) 637-8169,,info@brockportfoodshelf.org,https://stlukesbrockport.org/,jueves 9:00AM-12:30 PM; y 2:00PM-6:00PM; martes y jueves 7:00PM-8:030PM; domingo 3:00PM-4:30PM,Sí,Se puede pedir,No,No,No requerido,Gratis,,,
250,,Monroe,Solamente transportación,,Brockport Ecumenical Outreach Committee (BEOC),14 State Street,St.  Luke's Episcopal Church,,Brockport,NY,14420,-77.938522,43.214252,(585) 975-9738 (Enlgish-Bill); (585) 720-1311 (Spanish-Timo),,,https://stlukesbrockport.org/,lunes - viernes 9:00AM1:00PM,Sí,Se puede pedir,No,No,No requerido,Gratis,,,
251,,Monroe,Asistencia en casos de emergencia,Alimentos,Life Solutions,1742 Lake Road,,,Hamlin,NY,14464,-77.920482,43.294146,(585) 964-7420,,info@lifesolutionshamlin.org,https://www.lifesolutionshamlin.org/,Call for appointment,No,Se puede pedir,No,No,No requerido,Gratis,,,
252,,Monroe,Servicios religiosos; Programas para familias,Apoyo psicológico; Programas para niños,Hispanic Migrant Ministry,152 Main Street,Catholic Diosis of Rochester,,Albion,NY,14411,-78.193931,43.242666,(585) 328-3210 x 1354 (Father Jesus Flores),,dvalentin@buffalodiocese.org,https://www.buffalodiocese.org/hispanic-migrant-ministry,24/7,No,Sí,Sí,No,No requerido,Gratis,,"Offer Catholic services in Spanish, baptisms, first communions, marriages, etc.",
253,,Monroe,Asistencia legal,"Inmigración (deportación, ciudadanía y regularización); Ley familiar; Otros casos legales; Derechos laborales","Legal Assistance of Western New York, Inc. ",361 South Main Street,Suite A,,Geneva,NY,14456,-76.984746,42.866446,(315) 781-1465,(585) 325-2559,,www.lawny.org,lunes-viernes 9:00am-5:00 PM,No,Sí,No,No,No requerido,Gratis,Tiene que llamar para una entrevista legal,,
254,,Montgomery,Educación,Clases de inglés; Cursos para adultos ,"Literacy Volunteers of Rochester, Inc.",1600 South Ave ,Suite 100,,Rochester,NY,14620,-77.614724,43.123464,(585) 473-3030,,office@literacyrochester.org,https://literacyrochester.org/,lunes - viernes 9:00AM-3:30PM,No,No,No,No,No requerido,Gratis,,"Tutors work with students individually. Services are confidential. Focus on reading, math and Clases de inglés",
255,,Montgomery,Educación; Trabajo; Capacitación en liderazgo; Programas para familias,Cursos para adultos; Capacitación profesional; Programas para niños; Entrenamiento para el trabajo; Asesoramiento de carrera,Cornell Cooperative Extension of Fulton and Schoharie Counties,20 Park Street,Room 202,,Fonda,NY,12068,-74.373043,42.952697,(518) 853-2135,(518) 853-2129,fultonmontgomery@cornell.edu,www.ccefm.com,lunes - viernes 8:30 AM-4:30PM,No,Se puede pedir,No,No,Depende el programa,Depende el programa,,,
256,,Montgomery,Asistencia legal,"Inmigración (deportación, ciudadanía y regularización); Ley familiar; Otros casos legales","Legal aid Society of Northeastern New York, Inc.",6 Market Street,,,Amsterdam,NY,12010,-74.193739,42.937538,(518) 842-9466; (800) 821-8347,(518) 843-1792,,www.lasnny.org,"lunes - viernes 9:00AM-12:00PM, 1:00PM-5:00PM",No,Sí,No,Prueba de residencia en el condado,PRECAUCIÓN: Prueba de ciudadania o estatus legal requerido ,Gratis,Tiene que llamar para una entrevista legal,Free civil legal services for low-income people.,
257,,Montgomery,Educación,Clases de inglés; Cursos para adultos,"Literacy New York, Fulton, Montgomery, Schoharie County",73 N Main St,Suite 101,PO Box 852,Gloversville,NY,12078,-74.344529,43.052462,(518) 725-1440; (518) 227-3786,,lnyfms2@gmail.com,www.lvasc.org,lunes - jueves 9:00AM-3:30PM,No,No,No,No,No requerido,Gratis,,Tutors work with students individually. Services are confidential.,
258,,Montgomery,Trabajo,Conseguir trabajo; Capacitación profesional; Asesoramiento de carrera,Fulton Montgomery Schoharie (FMS) Workforce Solutions,1 Front Street,2620 Riverfront Center,,Amsterdam,NY,12010,-74.189694,42.934032,(518) 842-3676,(518) 842-9823,http://www.fmsworkforcesolutions.org/contact-us/,www.fmsworkforcesolutions.org,lunes - viernes 8:30AM-4:30PM,Se puede llegar en transporte publico,Sí,Sí,Prueba de identidad,"No requerido para aceso al servicios, pero puede ser requerido por empleadores",Gratis,,Connects the workforce with employers.,
259,,Nassau,Educación,Clases de inglés; Cursos para adultos; Preparación para la ciudadanía,Literacy Nassau,1 Ivy Lane,,,Wantagh,NY,11793,-73.506281,40.690822,(516) 867-3580,(516) 867-3584,mail@literacynassau.org,www.LiteracyNassau.org,viernes 9:00AM-5:00PM; lunes - jueves 9:00AM - 8:00PM; sabado 9:00AM - 12:00PM,No,No,Sí,No,No requerido,Gratis,,,
260,,Nassau,Educación; Trabajo; Capacitación en liderazgo; Programas para familias,Cursos para adultos; Capacitación profesional; Programas para niños; Entrenamiento para el trabajo; Asesoramiento de carrera,Cornell Cooperative Extension,5 Old Jericho Turnpike,,,Jericho,NY,11753,-73.537802,40.795759,(516) 433-7970,(516) 433-7971,msa8@cornell.edu,www.ccenassau.org,lunes - viernes 9:00AM-4:30PM,No,Sí,No ,No,Depende el programa,Depends on program,,,
261,,Nassau,Trabajo; Referencias a otros servicios; Educación; Servicios para los ancianos; Programas para familias,Conseguir trabajo; Entrenamiento para el trabajo; Asesoramiento de carrera; Cursos para adultos; Programas para niños,"Economic Opportunity Commission of Nassau County, Inc.",134 Jackson St.,,,Hempstead,NY,11550,-73.626406,40.709742,(516) 292-9710,(516) 485-5613,gfuentes@eoc-nassau.org,www.eoc-nassau.org,lunes - viernes 8:00AM-5:00PM,Solamente para Head Start,Sí,Sí,Prueba de identidad,No requerido por la mayoria de servicios;  Prueba de ciudadania puede ser requerido por algunos programas de consequir trabajo,Gratis,,,
262,,Nassau,Vivienda,Vivienda accesible; Propiedad de la vivienda; Mejoramiento de la vivienda,Nassau County's Office of Community Services,40 Main St,#302,,Hempstead,NY,11550,-73.623747,40.707769,(516) 572-1915,,https://nassaunow.localitymedia.com/auth/login,https://www.nassaucountyny.gov/3376/Vivienda-Assistance,lunes - viernes 9:00AM-4:00PM,No,Sí,No,Preuba de ingresos,No requerido por la mayoria de servicios;  Prueba de ciudadania puede ser requerido para recibir efectivo o prestamos,Varía según los servicios,,,
264,"no way to leave message, called 12/3  12/5, didn't answer email",Nassau,Asistencia legal,"Inmigración (deportación, ciudadanía y regularización); Ley familiar; Otros casos legales",Nassau County Volunteer Lawyers Project,1 Helen Keller Way,5th Floor,,Hempstead,NY,11550,-73.622610,40.708381,(516) 292-8100,(516) 292-6529,,http://www.nslawservices.org,lunes - viernes 9:00AM-5:00PM,No,Sí,Sí,No,No requerido,Varía según los servicios,Tiene que llamar para una entrevista legal,"Case Types:ë_Adoption, Bankruptcy, Consumer, Custody, Dissolution of Marriage, Domestic Violence, Educación, Elder Law, Salud, Vivienda, Individual Rights, Public Benefits, Real Estate, Torts, Wills and Estates. Case Restrictions:ë_US citizen.",
265,,Nassau,Trabajo,Conseguir trabajo; Capacitación profesional,The Workforce Partnership - Massapequa Career Center,977 Hicksville Road,,,Massapequa,NY,11758,-73.480914,40.689911,(516) 797-4560,(516) 797-4565,,thewp.org,lunes - viernes 9:00AM-4:30PM,No,No,Sí,No,"No requerido para aceso al servicios, pero puede ser requerido por empleadores",Gratis,,"The Workforce Partnership supports ""Job Seekers"" with computer work stations, counseling, workshops, and other resources!",
266,,Nassau,Trabajo,Conseguir trabajo; Capacitación profesional,HempsteadWorks Career Center,50 Clinton St,Hempstead Executive Plaza Suite 400,,Hempstead,NY,11550,-73.618462,40.708307,(516) 485-5000,(516) 485-5009,,www.hempsteadworks.com,lunes - viernes 9:00AM-4:45PM,No,Sí,"Sí, español y italiano",Prueba de edad; Prueba de estatus legal para trabajar,PRECAUCIÓN: Prueba de ciudadania puede ser requerido por algunos programas,Gratis,,Government Office affiiated with the American Job Center Network,
